squaremeters,numberofrooms,hasyard,haspool,floors,citycode,citypartrange,numprevowners,made,isnewbuilt,hasstormprotector,basement,attic,garage,hasstorageroom,hasguestroom,price,hasyard_num,squaremeters_hasyard,squaremeters_numberofrooms,haspool_num,squaremeters_haspool,squaremeters_citycode,citypartrange_num,squaremeters_citypartrange,numprevowners_num,squaremeters_numprevowners,squaremeters_made,isnewbuilt_num,squaremeters_isnewbuilt,hasstormprotector_num,squaremeters_hasstormprotector,squaremeters_basement,squaremeters_attic,squaremeters_garage,hasstorageroom_num,squaremeters_hasstorageroom,hasguestroom_num,squaremeters_hasguestroom,squaremeters_squared,numberofrooms_squared,squaremeters_bin,numprevowners_bin,avg_price_citypart,avg_size_rooms,price_per_sqm,rooms_per_floor
33749,74,0,1,38,73976,10,7,1999,1,1,1729,7952,616,1,2,3380855.9,0,0,2497426,1,33749,2496616024,9,303741,6,202494,67464251,1,33749,1,33749,58352021,268372048,20789384,1,33749,2,67498,1138995001,5476,medium,many,4978566.710358566,53212.93518518518,100.1764763400397,1.9473684210526316
600,37,1,0,43,72736,4,7,2011,1,0,6738,5603,866,0,1,63402.1,1,600,22200,0,0,43641600,3,1800,6,3600,1206600,1,600,0,0,4042800,3361800,519600,0,0,1,600,360000,1369,small,many,4932944.709190809,51394.142857142855,105.67016666666666,0.8604651162790697
7239,61,1,0,83,26435,4,7,1994,1,0,7782,2518,986,0,4,733776.4,1,7239,441579,0,0,191362965,3,21717,6,43434,14434566,1,7239,0,0,56333898,18227802,7137654,0,0,4,28956,52403121,3721,small,many,4932944.709190809,46346.84,101.36433209006769,0.7349397590361446
34919,20,1,1,84,60113,5,1,1997,0,0,6566,628,408,0,2,3499532.7,1,34919,698380,1,34919,2099085847,4,139676,0,0,69733243,0,0,0,0,229278154,21929132,14246952,0,0,2,69838,1219336561,400,medium,few,5059792.208050436,52691.75257731959,100.21858300638621,0.23809523809523808
25614,29,0,0,27,52970,4,1,1994,1,0,700,377,519,1,9,2563970.4,0,0,742806,0,0,1356773580,3,76842,0,0,51074316,1,25614,0,0,17929800,9656478,13293666,1,25614,9,230526,656076996,841,medium,few,4932944.709190809,50130.12359550562,100.10035137034434,1.0740740740740742
51434,64,0,0,23,79754,10,2,2012,1,1,2080,9575,753,0,7,5146226.2,0,0,3291776,0,0,4102067236,9,462906,1,51434,103485208,1,51434,1,51434,106982720,492480550,38729802,0,0,7,360038,2645456356,4096,large,few,4978566.710358566,48730.85585585586,100.05494808881285,2.782608695652174
78960,55,0,1,76,23408,8,4,2015,1,1,7126,5012,974,1,0,7900996.5,0,0,4342800,1,78960,1848295680,7,552720,3,236880,159104400,1,78960,1,78960,562668960,395747520,76907040,1,78960,0,0,6234681600,3025,xlarge,moderate,5082120.242898551,58222.87155963303,100.06327887537994,0.7236842105263158
70751,64,1,1,41,92268,1,9,2006,1,0,1506,590,794,1,7,7084110.6,1,70751,4528064,1,70751,6528053268,0,0,8,566008,141926506,1,70751,0,0,106551006,41743090,56176294,1,70751,7,495257,5005704001,4096,large,many,4903580.0811871225,48730.85585585586,100.127356503795,1.5609756097560976
81870,60,0,1,100,58048,3,8,2020,0,0,3632,5960,723,1,3,8198185.0,0,0,4912200,1,81870,4752389760,2,163740,7,573090,165377400,0,0,0,0,297351840,487945200,59192010,1,81870,3,245610,6702696900,3600,xlarge,many,5026028.922322322,54909.31304347826,100.13661903016978,0.6
91559,36,0,1,21,82521,6,2,2007,0,1,788,4788,132,1,8,9161130.7,0,0,3296124,1,91559,7555540239,5,457795,1,91559,183758913,0,0,1,91559,72148492,438384492,12085788,1,91559,8,732472,8383050481,1296,xlarge,few,4990101.053989638,51370.21782178218,100.05712928275756,1.7142857142857142
72098,9,0,1,67,91168,2,3,2014,1,0,9080,9356,740,1,9,7216904.4,0,0,648882,1,72098,6573030464,1,72098,2,144196,145205372,1,72098,0,0,654649840,674548888,53352520,1,72098,9,648882,5198121604,81,large,moderate,4931873.412525252,45551.706666666665,100.0985381009182,0.13432835820895522
23177,19,0,0,52,69373,4,1,2003,0,0,2706,4593,648,1,6,2318776.3,0,0,440363,0,0,1607858021,3,69531,0,0,46423531,0,0,0,0,62716962,106451961,15018696,1,23177,6,139062,537173329,361,small,few,4932944.709190809,52308.17307692308,100.04643827932864,0.36538461538461536
39517,92,0,0,85,51212,4,6,2019,0,1,7618,1172,810,1,9,3953491.9,0,0,3635564,0,0,2023744604,3,118551,5,197585,79784823,0,0,1,39517,301040506,46313924,32008770,1,39517,9,355653,1561593289,8464,medium,many,4932944.709190809,51142.06,100.0453450413746,1.0823529411764705
55232,23,0,0,8,849,8,3,1991,0,0,1492,5697,625,0,6,5524015.1,0,0,1270336,0,0,46891968,7,386624,2,110464,109966912,0,0,0,0,82406144,314656704,34520000,0,0,6,331392,3050573824,529,large,moderate,5082120.242898551,53747.47,100.01475774913094,2.875
53735,49,0,1,92,2423,4,7,2006,0,0,8654,9588,290,1,8,5384554.6,0,0,2633015,1,53735,130199905,3,161205,6,322410,107792410,0,0,0,0,465022690,515211180,15583150,1,53735,8,429880,2887450225,2401,large,many,4932944.709190809,48992.79381443299,100.20572438820135,0.532608695652174
67753,72,1,1,78,31721,3,9,1995,1,1,7480,2068,929,0,6,6789580.5,1,67753,4878216,1,67753,2149192913,2,135506,8,542024,135167235,1,67753,1,67753,506792440,140113204,62942537,0,0,6,406518,4590469009,5184,large,many,5026028.922322322,53759.36046511628,100.21077295470312,0.9230769230769231
1450,59,0,0,1,2317,10,9,2018,1,1,1285,8119,869,1,10,146181.8,0,0,85550,0,0,3359650,9,13050,8,11600,2926100,1,1450,1,1450,1863250,11772550,1260050,1,1450,10,14500,2102500,3481,small,many,4978566.710358566,47698.41176470588,100.81503448275862,59.0
82141,93,1,1,61,74213,3,7,2019,1,1,8785,6602,968,1,4,8225970.9,1,82141,7639113,1,82141,6095930033,2,164282,6,492846,165842679,1,82141,1,82141,721608685,542294882,79512488,1,82141,4,328564,6747143881,8649,xlarge,many,5026028.922322322,45975.0,100.14451857172423,1.5245901639344261
17868,73,1,0,35,48674,4,9,2013,0,0,1718,5498,710,1,2,1792308.3,1,17868,1304364,0,0,869707032,3,53604,8,142944,35968284,0,0,0,0,30697224,98238264,12686280,1,17868,2,35736,319265424,5329,small,many,4932944.709190809,49544.84782608696,100.30827736736065,2.085714285714286
71397,71,0,0,93,68199,3,10,1995,1,1,3477,5530,342,0,2,7145471.5,0,0,5069187,0,0,4869204003,2,142794,9,642573,142437015,1,71397,1,71397,248247369,394825410,24417774,0,0,2,142794,5097531609,5041,large,many,5026028.922322322,41453.257731958765,100.08083672983459,0.7634408602150538
32623,35,0,1,14,80204,10,6,2003,1,0,4633,7551,126,0,8,3267852.3,0,0,1141805,1,32623,2616495092,9,293607,5,163115,65343869,1,32623,0,0,151142359,246336273,4110498,0,0,8,260984,1064260129,1225,medium,many,4978566.710358566,50742.40776699029,100.17019587407657,2.5
23841,71,1,1,25,32106,3,7,2010,1,1,7590,5224,564,1,1,2390804.0,1,23841,1692711,1,23841,765439146,2,47682,6,143046,47920410,1,23841,1,23841,180953190,124545384,13446324,1,23841,1,23841,568393281,5041,small,many,5026028.922322322,41453.257731958765,100.2811962585462,2.84
16495,94,0,0,6,90448,3,10,1991,1,1,2214,1464,929,1,7,1650711.1,0,0,1550530,0,0,1491939760,2,32990,9,148455,32841545,1,16495,1,16495,36519930,24148680,15323855,1,16495,7,115465,272085025,8836,small,many,5026028.922322322,51362.767676767675,100.07342224916641,15.666666666666666
39109,24,1,0,67,74477,4,3,2002,1,0,1642,2925,139,0,9,3917652.2,1,39109,938616,0,0,2912720993,3,117327,2,78218,78296218,1,39109,0,0,64216978,114393825,5436151,0,0,9,351981,1529513881,576,medium,moderate,4932944.709190809,48189.94782608696,100.17265079649187,0.3582089552238806
65151,81,1,1,3,66191,7,9,1991,0,0,3218,9119,849,0,4,6522781.1,1,65151,5277231,1,65151,4312409841,6,390906,8,521208,129715641,0,0,0,0,209655918,594111969,55313199,0,0,4,260604,4244652801,6561,large,many,5069664.609451219,52930.257731958765,100.1178968856963,27.0
61484,91,1,0,94,87015,8,8,2013,1,0,5486,3641,766,0,3,6154833.3,1,61484,5595044,0,0,5350030260,7,430388,7,430388,123767292,1,61484,0,0,337301224,223863244,47096744,0,0,3,184452,3780282256,8281,large,many,5082120.242898551,47260.33644859813,100.10463372584738,0.9680851063829787
57160,15,1,1,43,40786,8,8,2002,0,0,4018,4871,836,1,2,5724102.2,1,57160,857400,1,57160,2331327760,7,400120,7,400120,114434320,0,0,0,0,229668880,278426360,47785760,1,57160,2,114320,3267265600,225,large,many,5082120.242898551,50661.854545454546,100.14174597620715,0.3488372093023256
13346,57,0,0,57,30010,6,8,2021,1,1,2525,545,809,0,8,1336414.1,0,0,760722,0,0,400513460,5,66730,7,93422,26972266,1,13346,1,13346,33698650,7273570,10796914,0,0,8,106768,178115716,3249,small,many,4990101.053989638,45919.9898989899,100.13592836805036,1.0
27351,77,0,0,36,98465,4,1,1997,1,1,1150,3100,812,1,0,2738851.7,0,0,2106027,0,0,2693116215,3,82053,0,0,54619947,1,27351,1,27351,31453650,84788100,22209012,1,27351,0,0,748077201,5929,medium,few,4932944.709190809,54677.36363636364,100.1371686592812,2.138888888888889
18466,50,0,1,60,89670,5,2,2020,0,0,2475,1376,568,0,5,1849227.0,0,0,923300,1,18466,1655846220,4,73864,1,18466,37301320,0,0,0,0,45703350,25409216,10488688,0,0,5,92330,340993156,2500,small,few,5059792.208050436,51185.91588785047,100.14226145348208,0.8333333333333334
45441,29,1,0,66,21239,3,5,2004,0,1,8121,2996,853,0,6,4552319.4,1,45441,1317789,0,0,965121399,2,90882,4,181764,91063764,0,0,1,45441,369026361,136141236,38761173,0,0,6,272646,2064884481,841,medium,moderate,5026028.922322322,50130.12359550562,100.18088070244934,0.4393939393939394
55933,15,0,0,97,5800,9,8,2001,1,1,7369,6739,686,1,6,5599976.1,0,0,838995,0,0,324411400,8,447464,7,391531,111921933,1,55933,1,55933,412170277,376932487,38370038,1,55933,6,335598,3128500489,225,large,many,4954626.623069207,50661.854545454546,100.11935887579783,0.15463917525773196
81936,68,0,0,92,6143,3,1,2011,1,0,6393,9082,734,0,0,8198107.1,0,0,5571648,0,0,503332848,2,163872,0,0,164773296,1,81936,0,0,523816848,744142752,60141024,0,0,0,0,6713508096,4624,xlarge,few,5026028.922322322,51759.07142857143,100.05500756688146,0.7391304347826086
18237,70,1,0,74,25093,9,6,2011,0,0,7173,9144,498,1,9,1833338.1,1,18237,1276590,0,0,457621041,8,145896,5,91185,36674607,0,0,0,0,130814001,166759128,9082026,1,18237,9,164133,332588169,4900,small,many,4954626.623069207,52134.0412371134,100.52849152821189,0.9459459459459459
35631,54,1,0,7,77355,10,6,2018,1,1,216,1339,775,1,10,3568002.8,1,35631,1924074,0,0,2756236005,9,320679,5,178155,71903358,1,35631,1,35631,7696296,47709909,27614025,1,35631,10,356310,1269568161,2916,medium,many,4978566.710358566,52975.15503875969,100.13759928152452,7.714285714285714
99683,12,1,0,77,18300,5,8,2002,0,1,4034,2877,787,1,6,9977000.2,1,99683,1196196,0,0,1824198900,4,398732,7,697781,199565366,0,0,1,99683,402121222,286787991,78450521,1,99683,6,598098,9936700489,144,xlarge,many,5059792.208050436,50767.06451612903,100.08727867339465,0.15584415584415584
47664,44,0,0,77,98008,6,3,2010,1,1,2662,5433,417,0,6,4770073.0,0,0,2097216,0,0,4671453312,5,238320,2,95328,95804640,1,47664,1,47664,126881568,258958512,19875888,0,0,6,285984,2271856896,1936,medium,moderate,4990101.053989638,46489.81914893617,100.07706025511916,0.5714285714285714
62887,45,0,1,7,91125,4,3,1993,1,0,292,744,675,0,4,6293710.3,0,0,2829915,1,62887,5730577875,3,188661,2,125774,125333791,1,62887,0,0,18363004,46787928,42448725,0,0,4,251548,3954774769,2025,large,moderate,4932944.709190809,55223.88181818182,100.07967147423156,6.428571428571429
18470,20,1,1,73,9406,3,1,2000,1,0,4089,9245,905,1,6,1852115.0,1,18470,369400,1,18470,173728820,2,36940,0,0,36940000,1,18470,0,0,75523830,170755150,16715350,1,18470,6,110820,341140900,400,small,few,5026028.922322322,52691.75257731959,100.27693557119653,0.273972602739726
36031,63,1,0,47,74698,9,8,2001,0,1,9701,1325,514,0,4,3612495.1,1,36031,2269953,0,0,2691443638,8,288248,7,252217,72098031,0,0,1,36031,349536731,47741075,18519934,0,0,4,144124,1298232961,3969,medium,many,4954626.623069207,51796.86915887851,100.26075046487747,1.3404255319148937
22776,84,0,0,5,82401,9,9,1993,0,1,2422,1918,544,1,7,2278599.3,0,0,1913184,0,0,1876765176,8,182208,8,182208,45392568,0,0,1,22776,55163472,43684368,12390144,1,22776,7,159432,518746176,7056,small,many,4954626.623069207,50789.205882352944,100.04387513171758,16.8
14830,81,1,0,1,17641,1,10,1992,1,0,6151,1651,243,0,9,1487488.2,1,14830,1201230,0,0,261616030,0,0,9,133470,29541360,1,14830,0,0,91219330,24484330,3603690,0,0,9,133470,219928900,6561,small,many,4903580.0811871225,52930.257731958765,100.3026432906271,81.0
43944,40,1,0,69,5581,10,5,2012,0,1,7466,6556,735,1,6,4403326.2,1,43944,1757760,0,0,245251464,9,395496,4,175776,88415328,0,0,1,43944,328085904,288096864,32298840,1,43944,6,263664,1931075136,1600,medium,moderate,4978566.710358566,50064.90243902439,100.20312670671764,0.5797101449275363
73062,34,1,1,38,44770,4,8,2016,0,0,9823,7174,728,1,0,7313447.6,1,73062,2484108,1,73062,3270985740,3,219186,7,511434,147292992,0,0,0,0,717688026,524146788,53189136,1,73062,0,0,5338055844,1156,large,many,4932944.709190809,54510.380952380954,100.09919794147436,0.8947368421052632
84284,76,0,0,39,55723,5,1,1998,0,0,4500,4877,480,0,6,8432554.8,0,0,6405584,0,0,4696557332,4,337136,0,0,168399432,0,0,0,0,379278000,411053068,40456320,0,0,6,505704,7103792656,5776,xlarge,few,5059792.208050436,49569.20430107527,100.04929523990319,1.9487179487179487
9619,66,1,0,91,82543,9,5,1991,0,1,1069,3823,927,0,10,969806.1,1,9619,634854,0,0,793981117,8,76952,4,38476,19151429,0,0,1,9619,10282711,36773437,8916813,0,0,10,96190,92525161,4356,small,moderate,4954626.623069207,49749.943181818184,100.82192535606612,0.7252747252747253
11410,96,0,1,96,85454,8,3,2019,0,1,1466,3642,933,1,1,1150663.9,0,0,1095360,1,11410,975030140,7,79870,2,22820,23036790,0,0,1,11410,16727060,41555220,10645530,1,11410,1,11410,130188100,9216,small,moderate,5082120.242898551,48098.66346153846,100.84696757230499,1.0
29855,63,0,0,23,78080,5,5,2000,0,1,3861,7495,204,0,6,2987645.0,0,0,1880865,0,0,2331078400,4,119420,4,119420,59710000,0,0,1,29855,115270155,223763225,6090420,0,0,6,179130,891321025,3969,medium,moderate,5059792.208050436,51796.86915887851,100.0718472617652,2.739130434782609
46716,94,0,0,58,25303,8,5,2008,0,1,1361,6855,409,0,3,4674140.8,0,0,4391304,0,0,1182054948,7,327012,4,186864,93805728,0,0,1,46716,63580476,320238180,19106844,0,0,3,140148,2182384656,8836,medium,moderate,5082120.242898551,51362.767676767675,100.05438821816936,1.6206896551724137
77046,69,1,0,85,43517,4,2,1992,0,1,8135,1401,648,0,3,7714235.2,1,77046,5316174,0,0,3352810782,3,231138,1,77046,153475632,0,0,1,77046,626769210,107941446,49925808,0,0,3,231138,5936086116,4761,xlarge,few,4932944.709190809,48545.50505050505,100.12505775770319,0.8117647058823529
58855,1,0,0,66,20127,3,7,2004,0,1,2267,3070,531,0,3,5892518.4,0,0,58855,0,0,1184574585,2,117710,6,353130,117945420,0,0,1,58855,133424285,180684850,31252005,0,0,3,176565,3463911025,1,large,many,5026028.922322322,45219.70114942529,100.11924900178406,0.015151515151515152
69165,66,1,0,74,51371,4,4,2009,1,1,1543,9736,939,1,9,6926290.9,1,69165,4564890,0,0,3553075215,3,207495,3,207495,138952485,1,69165,1,69165,106721595,673390440,64945935,1,69165,9,622485,4783797225,4356,large,moderate,4932944.709190809,49749.943181818184,100.1415585917733,0.8918918918918919
57915,25,0,1,84,87517,10,4,2007,1,1,3394,4287,640,0,5,5800324.7,0,0,1447875,1,57915,5068547055,9,521235,3,173745,116235405,1,57915,1,57915,196563510,248281605,37065600,0,0,5,289575,3354147225,625,large,moderate,4978566.710358566,46283.2,100.15237330570665,0.2976190476190476
66279,47,1,0,9,21934,3,2,2003,0,1,5079,3156,128,0,10,6631365.3,1,66279,3115113,0,0,1453763586,2,132558,1,66279,132756837,0,0,1,66279,336631041,209176524,8483712,0,0,10,662790,4392905841,2209,large,few,5026028.922322322,50755.84745762712,100.0522835287195,5.222222222222222
16068,21,1,0,13,21716,8,8,1991,1,1,8893,2564,463,0,2,1611707.1,1,16068,337428,0,0,348932688,7,112476,7,112476,31991388,1,16068,1,16068,142892724,41198352,7439484,0,0,2,32136,258180624,441,small,many,5082120.242898551,49824.221153846156,100.30539581777447,1.6153846153846154
74325,50,1,1,58,91978,8,10,1994,0,1,4008,1952,275,0,5,7443433.4,1,74325,3716250,1,74325,6836264850,7,520275,9,668925,148204050,0,0,1,74325,297894600,145082400,20439375,0,0,5,371625,5524205625,2500,large,many,5082120.242898551,51185.91588785047,100.14710258997646,0.8620689655172413
35742,46,1,1,47,84138,7,1,2014,1,1,1732,6019,243,0,7,3581003.4,1,35742,1644132,1,35742,3007260396,6,214452,0,0,71984388,1,35742,1,35742,61905144,215131098,8685306,0,0,7,250194,1277490564,2116,medium,few,5069664.609451219,51354.06122448979,100.19034749034749,0.9787234042553191
9026,51,1,0,28,85842,1,5,2000,1,0,779,9037,482,0,10,904797.0,1,9026,460326,0,0,774809892,0,0,4,36104,18052000,1,9026,0,0,7031254,81567962,4350532,0,0,10,90260,81468676,2601,small,moderate,4903580.0811871225,51792.52,100.24340793263904,1.8214285714285714
16899,19,0,1,14,47328,2,4,2020,0,1,5710,907,302,1,7,1693690.0,0,0,321081,1,16899,799795872,1,16899,3,50697,34135980,0,0,1,16899,96493290,15327393,5103498,1,16899,7,118293,285576201,361,small,moderate,4931873.412525252,52308.17307692308,100.22427362565833,1.3571428571428572
99854,82,0,0,64,82741,3,8,2009,0,1,4827,2626,918,0,7,9989598.9,0,0,8188028,0,0,8262019814,2,199708,7,698978,200606686,0,0,1,99854,481995258,262216604,91665972,0,0,7,698978,9970821316,6724,xlarge,many,5026028.922322322,50514.53488372093,100.04205039357463,1.28125
33743,56,1,1,29,21945,10,8,2006,0,1,7330,3012,345,0,6,3382812.6,1,33743,1889608,1,33743,740490135,9,303687,7,236201,67688458,0,0,1,33743,247336190,101633916,11641335,0,0,6,202458,1138590049,3136,medium,many,4978566.710358566,49585.644230769234,100.25227750940937,1.9310344827586208
72798,22,1,1,30,61212,9,3,2007,0,0,2209,2120,637,0,7,7290431.7,1,72798,1601556,1,72798,4456111176,8,582384,2,145596,146105586,0,0,0,0,160810782,154331760,46372326,0,0,7,509586,5299548804,484,large,moderate,4954626.623069207,53087.0,100.14604384735844,0.7333333333333333
86492,21,0,0,86,42450,3,7,1992,1,0,7843,5348,463,0,0,8654049.2,0,0,1816332,0,0,3671585400,2,172984,6,518952,172292064,1,86492,0,0,678356756,462559216,40045796,0,0,0,0,7480866064,441,xlarge,many,5026028.922322322,49824.221153846156,100.05606530083706,0.2441860465116279
38937,35,0,1,77,2867,2,6,2013,1,1,1312,1272,794,0,1,3901433.3,0,0,1362795,1,38937,111632379,1,38937,5,194685,78380181,1,38937,1,38937,51085344,49527864,30915978,0,0,1,38937,1516089969,1225,medium,many,4931873.412525252,50742.40776699029,100.19861057605875,0.45454545454545453
24762,22,0,1,62,50367,10,10,1999,1,1,5264,3986,502,1,1,2480900.9,0,0,544764,1,24762,1247187654,9,222858,9,222858,49499238,1,24762,1,24762,130347168,98701332,12430524,1,24762,1,24762,613156644,484,small,many,4978566.710358566,53087.0,100.18984330829497,0.3548387096774194
91047,45,0,0,65,41065,8,2,1999,0,0,7241,1060,757,1,1,9109264.9,0,0,4097115,0,0,3738845055,7,637329,1,91047,182002953,0,0,0,0,659271327,96509820,68922579,1,91047,1,91047,8289556209,2025,xlarge,few,5082120.242898551,55223.88181818182,100.05013784089536,0.6923076923076923
55527,64,0,1,44,61931,4,2,2005,0,1,9385,9507,786,1,9,5557814.5,0,0,3553728,1,55527,3438842637,3,166581,1,55527,111331635,0,0,1,55527,521120895,527895189,43644222,1,55527,9,499743,3083247729,4096,large,few,4932944.709190809,48730.85585585586,100.09210834368865,1.4545454545454546
70606,17,1,1,79,38,7,3,2017,1,0,4927,1285,197,0,5,7070662.7,1,70606,1200302,1,70606,2683028,6,423636,2,141212,142412302,1,70606,0,0,347875762,90728710,13909382,0,0,5,353030,4985207236,289,large,moderate,5069664.609451219,45905.11235955056,100.14251904937258,0.21518987341772153
67327,47,0,0,87,26709,9,3,1990,0,1,1097,8551,964,0,10,6741466.0,0,0,3164369,0,0,1798236843,8,538616,2,134654,133980730,0,0,1,67327,73857719,575713177,64903228,0,0,10,673270,4532924929,2209,large,moderate,4954626.623069207,50755.84745762712,100.1302003653809,0.5402298850574713
6125,90,0,1,29,95979,1,2,2012,1,1,6423,7934,846,0,10,615143.2,0,0,551250,1,6125,587871375,0,0,1,6125,12323500,1,6125,1,6125,39340875,48595750,5181750,0,0,10,61250,37515625,8100,small,few,4903580.0811871225,49493.95505617977,100.43154285714284,3.103448275862069
71833,37,0,1,51,58147,2,5,2013,0,0,3772,2045,580,1,6,7185318.3,0,0,2657821,1,71833,4176873451,1,71833,4,287332,144599829,0,0,0,0,270954076,146898485,41663140,1,71833,6,430998,5159979889,1369,large,moderate,4931873.412525252,51394.142857142855,100.02809711413974,0.7254901960784313
20811,98,1,1,71,91543,1,4,1995,0,1,112,53,586,0,3,2090690.5,1,20811,2039478,1,20811,1905101373,0,0,3,62433,41517945,0,0,1,20811,2330832,1102983,12195246,0,0,3,62433,433097721,9604,small,moderate,4903580.0811871225,52360.40909090909,100.46083801835567,1.380281690140845
7643,98,0,0,63,5989,2,3,1999,1,0,2142,7748,983,1,7,765618.9,0,0,749014,0,0,45773927,1,7643,2,15286,15278357,1,7643,0,0,16371306,59217964,7513069,1,7643,7,53501,58415449,9604,small,moderate,4931873.412525252,52360.40909090909,100.17256312966113,1.5555555555555556
16669,95,1,1,81,15949,4,3,2007,0,1,6109,1409,239,1,1,1676719.7,1,16669,1583555,1,16669,265853881,3,50007,2,33338,33454683,0,0,1,16669,101830921,23486621,3983891,1,16669,1,16669,277855561,9025,small,moderate,4932944.709190809,52252.58585858586,100.58909952606635,1.1728395061728396
84006,73,1,1,97,54296,4,7,2000,1,0,9698,6310,837,0,4,8409827.0,1,84006,6132438,1,84006,4561189776,3,252018,6,504036,168012000,1,84006,0,0,814690188,530077860,70313022,0,0,4,336024,7057008036,5329,xlarge,many,4932944.709190809,49544.84782608696,100.1098373925672,0.7525773195876289
